tier_id,creator_id,tier_name,tier_rank,price_usd,description,is_active,created_at,archived_at
ti_00783,cr_0327,Plus,2,13.81,Plus tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00784,cr_0327,Elite,3,45.43,Elite tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00785,cr_0328,Basic,1,2.5,Basic tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00786,cr_0328,Insider,2,11.28,Insider tier - Access to exclusive content,True,2022-04-13 00:00:00,
ti_00787,cr_0328,Gold,3,25.89,Gold tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00788,cr_0329,Basic,1,2.97,Basic tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00789,cr_0329,VIP,2,13.86,VIP tier - Access to exclusive content,True,2022-09-12 00:00:00,
ti_00790,cr_0329,Pro,3,33.06,Pro tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_00791,cr_0330,Viewer,1,4.79,Viewer tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_00792,cr_0330,Plus,2,9.07,Plus tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00793,cr_0330,Gold,3,41.78,Gold tier - Access to exclusive content,True,2023-01-08 00:00:00,
ti_00794,cr_0330,Legend,4,97.71,Legend tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00795,cr_0331,Fan,1,3.8,Fan tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00796,cr_0331,Premium,2,10.04,Premium tier - Access to exclusive content,True,2022-04-11 00:00:00,
ti_00797,cr_0331,Gold,3,49.09,Gold tier - Access to exclusive content,True,2022-04-13 00:00:00,
ti_00798,cr_0332,Supporter,1,4.29,Supporter tier - Access to exclusive content,True,2022-02-15 00:00:00,
ti_00799,cr_0332,Insider,2,8.54,Insider tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_00800,cr_0332,Elite,3,38.7,Elite tier - Access to exclusive content,True,2022-02-13 00:00:00,
ti_00801,cr_0332,Whale,4,111.73,Whale tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00802,cr_0333,Supporter,1,3.56,Supporter tier - Access to exclusive content,True,2022-08-13 00:00:00,
ti_00803,cr_0333,VIP,2,13.44,VIP tier - Access to exclusive content,True,2022-08-12 00:00:00,
ti_00804,cr_0333,Champion,3,22.55,Champion tier - Access to exclusive content,True,2022-08-13 00:00:00,
ti_00805,cr_0334,Fan,1,3.31,Fan tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00806,cr_0334,Premium,2,11.47,Premium tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00807,cr_0334,Champion,3,47.99,Champion tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_00808,cr_0334,Platinum,4,112.68,Platinum tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00809,cr_0335,Viewer,1,2.11,Viewer tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00810,cr_0335,Insider,2,9.69,Insider tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_00811,cr_0335,Gold,3,20.36,Gold tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_00812,cr_0335,Whale,4,130.55,Whale tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_00813,cr_0336,Viewer,1,4.92,Viewer tier - Access to exclusive content,True,2023-07-10 00:00:00,
ti_00814,cr_0336,Premium,2,11.91,Premium tier - Access to exclusive content,True,2023-07-11 00:00:00,
ti_00815,cr_0336,Elite,3,34.5,Elite tier - Access to exclusive content,True,2023-07-06 00:00:00,
ti_00816,cr_0337,Viewer,1,2.32,Viewer tier - Access to exclusive content,True,2022-04-14 00:00:00,
ti_00817,cr_0337,Insider,2,8.92,Insider tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00818,cr_0337,Champion,3,35.15,Champion tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00819,cr_0338,Basic,1,3.73,Basic tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00820,cr_0338,VIP,2,7.29,VIP tier - Access to exclusive content,True,2022-10-13 00:00:00,
ti_00821,cr_0338,Elite,3,31.49,Elite tier - Access to exclusive content,True,2022-10-14 00:00:00,
ti_00822,cr_0339,Supporter,1,4.53,Supporter tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00823,cr_0339,Premium,2,10.37,Premium tier - Access to exclusive content,True,2023-04-09 00:00:00,
ti_00824,cr_0339,Pro,3,33.47,Pro tier - Access to exclusive content,True,2023-04-10 00:00:00,
ti_00825,cr_0340,Viewer,1,3.0,Viewer tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00826,cr_0340,Plus,2,14.08,Plus tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00827,cr_0340,Gold,3,32.13,Gold tier - Access to exclusive content,True,2022-11-09 00:00:00,
ti_00828,cr_0341,Fan,1,3.69,Fan tier - Access to exclusive content,True,2023-05-12 00:00:00,
ti_00829,cr_0341,Plus,2,9.28,Plus tier - Access to exclusive content,True,2023-05-09 00:00:00,
ti_00830,cr_0341,Pro,3,45.45,Pro tier - Access to exclusive content,True,2023-05-10 00:00:00,
ti_00831,cr_0341,Ultimate,4,96.75,Ultimate tier - Access to exclusive content,True,2023-05-12 00:00:00,
ti_00832,cr_0342,Viewer,1,2.51,Viewer tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00833,cr_0342,VIP,2,7.45,VIP tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00834,cr_0342,Gold,3,47.38,Gold tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_00835,cr_0343,Fan,1,2.75,Fan tier - Access to exclusive content,True,2022-11-09 00:00:00,
ti_00836,cr_0343,Insider,2,13.82,Insider tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00837,cr_0343,Champion,3,35.44,Champion tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00838,cr_0344,Fan,1,4.89,Fan tier - Access to exclusive content,True,2022-12-11 00:00:00,
ti_00839,cr_0344,Premium,2,11.83,Premium tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00840,cr_0344,Pro,3,40.49,Pro tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00841,cr_0345,Viewer,1,2.38,Viewer tier - Access to exclusive content,True,2022-07-15 00:00:00,
ti_00842,cr_0345,VIP,2,13.13,VIP tier - Access to exclusive content,True,2022-07-16 00:00:00,
ti_00843,cr_0345,Gold,3,46.4,Gold tier - Access to exclusive content,True,2022-07-12 00:00:00,
ti_00844,cr_0346,Fan,1,3.87,Fan tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00845,cr_0346,Premium,2,9.48,Premium tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00846,cr_0346,Champion,3,40.09,Champion tier - Access to exclusive content,True,2022-12-09 00:00:00,
ti_00847,cr_0346,Whale,4,97.57,Whale tier - Access to exclusive content,True,2022-12-10 00:00:00,
ti_00848,cr_0347,Basic,1,3.42,Basic tier - Access to exclusive content,True,2022-01-14 00:00:00,
ti_00849,cr_0347,Plus,2,11.93,Plus tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00850,cr_0347,Champion,3,29.79,Champion tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_00851,cr_0347,Legend,4,86.1,Legend tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_00852,cr_0348,Viewer,1,2.39,Viewer tier - Access to exclusive content,True,2022-07-15 00:00:00,
ti_00853,cr_0348,VIP,2,13.15,VIP tier - Access to exclusive content,True,2022-07-16 00:00:00,
ti_00854,cr_0348,Gold,3,20.63,Gold tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00855,cr_0349,Viewer,1,4.45,Viewer tier - Access to exclusive content,True,2023-03-07 00:00:00,
ti_00856,cr_0349,VIP,2,7.69,VIP tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00857,cr_0349,Pro,3,47.4,Pro tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00858,cr_0350,Supporter,1,2.4,Supporter tier - Access to exclusive content,True,2023-03-08 00:00:00,
ti_00859,cr_0350,Premium,2,13.01,Premium tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00860,cr_0350,Pro,3,40.3,Pro tier - Access to exclusive content,True,2023-03-09 00:00:00,
ti_00861,cr_0350,Whale,4,145.36,Whale tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00862,cr_0351,Viewer,1,4.1,Viewer tier - Access to exclusive content,True,2022-08-13 00:00:00,
ti_00863,cr_0351,Premium,2,14.44,Premium tier - Access to exclusive content,True,2022-08-11 00:00:00,
ti_00864,cr_0351,Pro,3,43.94,Pro tier - Access to exclusive content,True,2022-08-15 00:00:00,
ti_00865,cr_0352,Basic,1,3.16,Basic tier - Access to exclusive content,True,2023-05-07 00:00:00,
ti_00866,cr_0352,VIP,2,9.44,VIP tier - Access to exclusive content,True,2023-05-12 00:00:00,
ti_00867,cr_0352,Champion,3,39.28,Champion tier - Access to exclusive content,True,2023-05-09 00:00:00,
ti_00868,cr_0353,Viewer,1,3.13,Viewer tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_00869,cr_0353,Plus,2,10.48,Plus tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_00870,cr_0353,Elite,3,25.42,Elite tier - Access to exclusive content,True,2023-06-10 00:00:00,
ti_00871,cr_0353,Legend,4,91.41,Legend tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00872,cr_0354,Fan,1,3.18,Fan tier - Access to exclusive content,True,2022-03-18 00:00:00,
ti_00873,cr_0354,Insider,2,10.56,Insider tier - Access to exclusive content,True,2022-03-15 00:00:00,
ti_00874,cr_0354,Champion,3,26.85,Champion tier - Access to exclusive content,True,2022-03-15 00:00:00,
ti_00875,cr_0354,Ultimate,4,97.49,Ultimate tier - Access to exclusive content,True,2022-03-12 00:00:00,
ti_00876,cr_0355,Viewer,1,3.06,Viewer tier - Access to exclusive content,True,2022-04-13 00:00:00,
ti_00877,cr_0355,Insider,2,7.46,Insider tier - Access to exclusive content,True,2022-04-16 00:00:00,
ti_00878,cr_0355,Elite,3,46.53,Elite tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00879,cr_0356,Supporter,1,3.99,Supporter tier - Access to exclusive content,True,2023-07-08 00:00:00,
ti_00880,cr_0356,Plus,2,12.61,Plus tier - Access to exclusive content,True,2023-07-08 00:00:00,
ti_00881,cr_0356,Pro,3,35.14,Pro tier - Access to exclusive content,True,2023-07-05 00:00:00,
ti_00882,cr_0357,Basic,1,3.98,Basic tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00883,cr_0357,VIP,2,9.95,VIP tier - Access to exclusive content,True,2023-02-07 00:00:00,
ti_00884,cr_0357,Elite,3,35.43,Elite tier - Access to exclusive content,True,2023-02-05 00:00:00,
ti_00885,cr_0357,Whale,4,128.79,Whale tier - Access to exclusive content,True,2023-02-05 00:00:00,
ti_00886,cr_0358,Viewer,1,4.59,Viewer tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00887,cr_0358,VIP,2,10.09,VIP tier - Access to exclusive content,True,2023-01-08 00:00:00,
ti_00888,cr_0358,Pro,3,40.91,Pro tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00889,cr_0358,Legend,4,139.72,Legend tier - Access to exclusive content,True,2023-01-09 00:00:00,
ti_00890,cr_0359,Viewer,1,3.65,Viewer tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00891,cr_0359,Insider,2,14.02,Insider tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00892,cr_0359,Gold,3,44.79,Gold tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00893,cr_0360,Fan,1,4.92,Fan tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00894,cr_0360,Premium,2,9.33,Premium tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00895,cr_0360,Pro,3,45.74,Pro tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00896,cr_0361,Viewer,1,2.39,Viewer tier - Access to exclusive content,True,2022-04-14 00:00:00,
ti_00897,cr_0361,Plus,2,13.24,Plus tier - Access to exclusive content,True,2022-04-14 00:00:00,
ti_00898,cr_0361,Champion,3,26.82,Champion tier - Access to exclusive content,True,2022-04-15 00:00:00,
ti_00899,cr_0362,Fan,1,4.82,Fan tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_00900,cr_0362,Premium,2,14.9,Premium tier - Access to exclusive content,True,2023-01-06 00:00:00,
ti_00901,cr_0362,Gold,3,25.37,Gold tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00902,cr_0363,Viewer,1,4.13,Viewer tier - Access to exclusive content,True,2023-02-07 00:00:00,
ti_00903,cr_0363,Plus,2,11.17,Plus tier - Access to exclusive content,True,2023-02-08 00:00:00,
ti_00904,cr_0363,Pro,3,48.84,Pro tier - Access to exclusive content,True,2023-02-09 00:00:00,
ti_00905,cr_0364,Fan,1,2.24,Fan tier - Access to exclusive content,True,2022-06-14 00:00:00,
ti_00906,cr_0364,Premium,2,7.16,Premium tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00907,cr_0364,Champion,3,32.43,Champion tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00908,cr_0364,Legend,4,109.28,Legend tier - Access to exclusive content,True,2022-06-13 00:00:00,
ti_00909,cr_0365,Viewer,1,2.34,Viewer tier - Access to exclusive content,True,2022-12-07 00:00:00,
ti_00910,cr_0365,Insider,2,11.55,Insider tier - Access to exclusive content,True,2022-12-07 00:00:00,
ti_00911,cr_0365,Champion,3,49.6,Champion tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00912,cr_0366,Basic,1,4.73,Basic tier - Access to exclusive content,True,2022-04-12 00:00:00,
ti_00913,cr_0366,VIP,2,10.9,VIP tier - Access to exclusive content,True,2022-04-17 00:00:00,
ti_00914,cr_0366,Pro,3,21.72,Pro tier - Access to exclusive content,True,2022-04-17 00:00:00,
ti_00915,cr_0367,Fan,1,3.64,Fan tier - Access to exclusive content,True,2023-03-10 00:00:00,
ti_00916,cr_0367,Plus,2,9.1,Plus tier - Access to exclusive content,True,2023-03-08 00:00:00,
ti_00917,cr_0367,Gold,3,29.73,Gold tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_00918,cr_0368,Fan,1,4.13,Fan tier - Access to exclusive content,True,2023-04-08 00:00:00,
ti_00919,cr_0368,Insider,2,13.56,Insider tier - Access to exclusive content,True,2023-04-06 00:00:00,
ti_00920,cr_0368,Gold,3,33.43,Gold tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00921,cr_0368,Platinum,4,101.83,Platinum tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00922,cr_0369,Supporter,1,2.35,Supporter tier - Access to exclusive content,True,2022-12-11 00:00:00,
ti_00923,cr_0369,VIP,2,10.78,VIP tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00924,cr_0369,Gold,3,31.79,Gold tier - Access to exclusive content,True,2022-12-11 00:00:00,
ti_00925,cr_0370,Fan,1,4.38,Fan tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00926,cr_0370,VIP,2,14.5,VIP tier - Access to exclusive content,True,2022-12-13 00:00:00,
ti_00927,cr_0370,Pro,3,37.11,Pro tier - Access to exclusive content,True,2022-12-08 00:00:00,
ti_00928,cr_0371,Basic,1,4.36,Basic tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00929,cr_0371,Premium,2,11.27,Premium tier - Access to exclusive content,True,2023-04-09 00:00:00,
ti_00930,cr_0371,Gold,3,42.46,Gold tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00931,cr_0371,Ultimate,4,140.04,Ultimate tier - Access to exclusive content,True,2023-04-08 00:00:00,
ti_00932,cr_0372,Viewer,1,4.65,Viewer tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00933,cr_0372,Plus,2,7.45,Plus tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00934,cr_0372,Champion,3,21.73,Champion tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00935,cr_0373,Supporter,1,3.63,Supporter tier - Access to exclusive content,True,2022-08-13 00:00:00,
ti_00936,cr_0373,Plus,2,11.12,Plus tier - Access to exclusive content,True,2022-08-11 00:00:00,
ti_00937,cr_0373,Gold,3,38.34,Gold tier - Access to exclusive content,True,2022-08-14 00:00:00,
ti_00938,cr_0374,Fan,1,2.51,Fan tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_00939,cr_0374,VIP,2,9.78,VIP tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_00940,cr_0374,Champion,3,43.45,Champion tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00941,cr_0374,Ultimate,4,134.55,Ultimate tier - Access to exclusive content,True,2022-07-12 00:00:00,
ti_00942,cr_0375,Fan,1,4.43,Fan tier - Access to exclusive content,True,2022-07-14 00:00:00,
ti_00943,cr_0375,Plus,2,8.8,Plus tier - Access to exclusive content,True,2022-07-11 00:00:00,
ti_00944,cr_0375,Elite,3,27.83,Elite tier - Access to exclusive content,True,2022-07-15 00:00:00,
ti_00945,cr_0376,Viewer,1,3.54,Viewer tier - Access to exclusive content,True,2023-01-11 00:00:00,
ti_00946,cr_0376,VIP,2,7.64,VIP tier - Access to exclusive content,True,2023-01-07 00:00:00,
ti_00947,cr_0376,Gold,3,39.63,Gold tier - Access to exclusive content,True,2023-01-10 00:00:00,
ti_00948,cr_0377,Basic,1,3.35,Basic tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00949,cr_0377,VIP,2,12.28,VIP tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00950,cr_0377,Elite,3,23.94,Elite tier - Access to exclusive content,True,2022-11-13 00:00:00,
ti_00951,cr_0378,Viewer,1,4.15,Viewer tier - Access to exclusive content,True,2022-11-13 00:00:00,
ti_00952,cr_0378,Premium,2,11.8,Premium tier - Access to exclusive content,True,2022-11-11 00:00:00,
ti_00953,cr_0378,Pro,3,35.42,Pro tier - Access to exclusive content,True,2022-11-10 00:00:00,
ti_00954,cr_0379,Viewer,1,2.97,Viewer tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00955,cr_0379,Premium,2,8.29,Premium tier - Access to exclusive content,True,2022-07-15 00:00:00,
ti_00956,cr_0379,Champion,3,28.0,Champion tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00957,cr_0379,Legend,4,92.27,Legend tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_00958,cr_0380,Basic,1,2.42,Basic tier - Access to exclusive content,True,2022-08-09 00:00:00,
ti_00959,cr_0380,Premium,2,7.38,Premium tier - Access to exclusive content,True,2022-08-13 00:00:00,
ti_00960,cr_0380,Pro,3,41.33,Pro tier - Access to exclusive content,True,2022-08-14 00:00:00,
ti_00961,cr_0380,Legend,4,132.29,Legend tier - Access to exclusive content,True,2022-08-10 00:00:00,
ti_00962,cr_0381,Viewer,1,3.57,Viewer tier - Access to exclusive content,True,2022-06-11 00:00:00,
ti_00963,cr_0381,Insider,2,13.29,Insider tier - Access to exclusive content,True,2022-06-15 00:00:00,
ti_00964,cr_0381,Elite,3,20.08,Elite tier - Access to exclusive content,True,2022-06-13 00:00:00,
ti_00965,cr_0381,Legend,4,103.57,Legend tier - Access to exclusive content,True,2022-06-16 00:00:00,
ti_00966,cr_0382,Fan,1,3.48,Fan tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00967,cr_0382,Premium,2,9.23,Premium tier - Access to exclusive content,True,2023-06-08 00:00:00,
ti_00968,cr_0382,Pro,3,40.62,Pro tier - Access to exclusive content,True,2023-06-06 00:00:00,
ti_00969,cr_0383,Basic,1,2.93,Basic tier - Access to exclusive content,True,2022-12-12 00:00:00,
ti_00970,cr_0383,Insider,2,12.42,Insider tier - Access to exclusive content,True,2022-12-09 00:00:00,
ti_00971,cr_0383,Gold,3,22.07,Gold tier - Access to exclusive content,True,2022-12-07 00:00:00,
ti_00972,cr_0384,Viewer,1,3.63,Viewer tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00973,cr_0384,Plus,2,9.32,Plus tier - Access to exclusive content,True,2022-11-10 00:00:00,
ti_00974,cr_0384,Gold,3,26.41,Gold tier - Access to exclusive content,True,2022-11-08 00:00:00,
ti_00975,cr_0384,Platinum,4,75.55,Platinum tier - Access to exclusive content,True,2022-11-09 00:00:00,
ti_00976,cr_0385,Viewer,1,4.6,Viewer tier - Access to exclusive content,True,2022-11-09 00:00:00,
ti_00977,cr_0385,VIP,2,10.35,VIP tier - Access to exclusive content,True,2022-11-07 00:00:00,
ti_00978,cr_0385,Champion,3,29.1,Champion tier - Access to exclusive content,True,2022-11-12 00:00:00,
ti_00979,cr_0386,Fan,1,2.8,Fan tier - Access to exclusive content,True,2023-02-09 00:00:00,
ti_00980,cr_0386,Premium,2,13.87,Premium tier - Access to exclusive content,True,2023-02-09 00:00:00,
ti_00981,cr_0386,Gold,3,30.79,Gold tier - Access to exclusive content,True,2023-02-08 00:00:00,
ti_00982,cr_0387,Fan,1,2.18,Fan tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00983,cr_0387,VIP,2,7.08,VIP tier - Access to exclusive content,True,2022-09-09 00:00:00,
ti_00984,cr_0387,Elite,3,29.88,Elite tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_00985,cr_0388,Basic,1,2.91,Basic tier - Access to exclusive content,True,2023-02-07 00:00:00,
ti_00986,cr_0388,Premium,2,9.35,Premium tier - Access to exclusive content,True,2023-02-08 00:00:00,
ti_00987,cr_0388,Champion,3,41.81,Champion tier - Access to exclusive content,True,2023-02-11 00:00:00,
ti_00988,cr_0388,Platinum,4,149.05,Platinum tier - Access to exclusive content,True,2023-02-05 00:00:00,
ti_00989,cr_0389,Viewer,1,3.83,Viewer tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00990,cr_0389,VIP,2,8.25,VIP tier - Access to exclusive content,True,2023-02-10 00:00:00,
ti_00991,cr_0389,Gold,3,37.05,Gold tier - Access to exclusive content,True,2023-02-07 00:00:00,
ti_00992,cr_0389,Platinum,4,110.58,Platinum tier - Access to exclusive content,True,2023-02-06 00:00:00,
ti_00993,cr_0390,Viewer,1,4.67,Viewer tier - Access to exclusive content,True,2022-05-12 00:00:00,
ti_00994,cr_0390,Premium,2,12.05,Premium tier - Access to exclusive content,True,2022-05-13 00:00:00,
ti_00995,cr_0390,Elite,3,21.53,Elite tier - Access to exclusive content,True,2022-05-15 00:00:00,
ti_00996,cr_0391,Fan,1,2.93,Fan tier - Access to exclusive content,True,2023-04-12 00:00:00,
ti_00997,cr_0391,Plus,2,11.03,Plus tier - Access to exclusive content,True,2023-04-07 00:00:00,
ti_00998,cr_0391,Gold,3,27.74,Gold tier - Access to exclusive content,True,2023-04-09 00:00:00,
ti_00999,cr_0392,Basic,1,4.78,Basic tier - Access to exclusive content,True,2023-07-10 00:00:00,
ti_01000,cr_0392,Insider,2,12.66,Insider tier - Access to exclusive content,True,2023-07-10 00:00:00,
ti_01001,cr_0392,Pro,3,43.28,Pro tier - Access to exclusive content,True,2023-07-10 00:00:00,
ti_01002,cr_0393,Fan,1,3.32,Fan tier - Access to exclusive content,True,2022-09-12 00:00:00,
ti_01003,cr_0393,Plus,2,11.0,Plus tier - Access to exclusive content,True,2022-09-11 00:00:00,
ti_01004,cr_0393,Pro,3,27.97,Pro tier - Access to exclusive content,True,2022-09-14 00:00:00,
ti_01005,cr_0393,Ultimate,4,93.89,Ultimate tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_01006,cr_0394,Basic,1,4.6,Basic tier - Access to exclusive content,True,2023-07-11 00:00:00,
ti_01007,cr_0394,Insider,2,9.37,Insider tier - Access to exclusive content,True,2023-07-06 00:00:00,
ti_01008,cr_0394,Champion,3,32.96,Champion tier - Access to exclusive content,True,2023-07-06 00:00:00,
ti_01009,cr_0395,Supporter,1,2.31,Supporter tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_01010,cr_0395,Premium,2,10.91,Premium tier - Access to exclusive content,True,2022-09-13 00:00:00,
ti_01011,cr_0395,Champion,3,40.01,Champion tier - Access to exclusive content,True,2022-09-10 00:00:00,
ti_01012,cr_0396,Basic,1,3.31,Basic tier - Access to exclusive content,True,2022-02-14 00:00:00,
ti_01013,cr_0396,Plus,2,12.94,Plus tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_01014,cr_0396,Gold,3,29.47,Gold tier - Access to exclusive content,True,2022-02-12 00:00:00,
ti_01015,cr_0396,Legend,4,91.49,Legend tier - Access to exclusive content,True,2022-02-11 00:00:00,
ti_01016,cr_0397,Fan,1,2.4,Fan tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_01017,cr_0397,Plus,2,13.57,Plus tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_01018,cr_0397,Champion,3,33.62,Champion tier - Access to exclusive content,True,2023-03-13 00:00:00,
ti_01019,cr_0397,Whale,4,117.91,Whale tier - Access to exclusive content,True,2023-03-11 00:00:00,
ti_01020,cr_0398,Basic,1,2.51,Basic tier - Access to exclusive content,True,2022-03-15 00:00:00,
ti_01021,cr_0398,VIP,2,10.71,VIP tier - Access to exclusive content,True,2022-03-16 00:00:00,
ti_01022,cr_0398,Gold,3,47.92,Gold tier - Access to exclusive content,True,2022-03-17 00:00:00,
ti_01023,cr_0398,Legend,4,127.25,Legend tier - Access to exclusive content,True,2022-03-12 00:00:00,
ti_01024,cr_0399,Supporter,1,4.92,Supporter tier - Access to exclusive content,True,2022-03-13 00:00:00,
ti_01025,cr_0399,Insider,2,7.52,Insider tier - Access to exclusive content,True,2022-03-18 00:00:00,
ti_01026,cr_0399,Gold,3,39.39,Gold tier - Access to exclusive content,True,2022-03-18 00:00:00,
ti_01027,cr_0399,Legend,4,84.63,Legend tier - Access to exclusive content,True,2022-03-15 00:00:00,
ti_01028,cr_0400,Supporter,1,4.74,Supporter tier - Access to exclusive content,True,2022-07-13 00:00:00,
ti_01029,cr_0400,Insider,2,7.32,Insider tier - Access to exclusive content,True,2022-07-11 00:00:00,
ti_01030,cr_0400,Champion,3,44.79,Champion tier - Access to exclusive content,True,2022-07-14 00:00:00,
ti_01031,cr_0400,Platinum,4,109.45,Platinum tier - Access to exclusive content,True,2022-07-10 00:00:00,
ti_01032,cr_0401,Fan,1,3.41,Fan tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_01033,cr_0401,VIP,2,12.13,VIP tier - Access to exclusive content,True,2023-01-09 00:00:00,
ti_01034,cr_0401,Gold,3,35.76,Gold tier - Access to exclusive content,True,2023-01-12 00:00:00,
ti_01035,cr_0402,Supporter,1,3.08,Supporter tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_01036,cr_0402,Plus,2,9.84,Plus tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_01037,cr_0402,Pro,3,39.87,Pro tier - Access to exclusive content,True,2023-06-11 00:00:00,
ti_01038,cr_0402,Whale,4,95.11,Whale tier - Access to exclusive content,True,2023-06-09 00:00:00,
ti_01039,cr_0403,Fan,1,3.97,Fan tier - Access to exclusive content,True,2022-01-15 00:00:00,
ti_01040,cr_0403,Insider,2,8.12,Insider tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_01041,cr_0403,Champion,3,49.18,Champion tier - Access to exclusive content,True,2022-01-17 00:00:00,
ti_01042,cr_0404,Basic,1,4.61,Basic tier - Access to exclusive content,True,2022-01-16 00:00:00,
ti_01043,cr_0404,Premium,2,11.01,Premium tier - Access to exclusive content,True,2022-01-13 00:00:00,
